,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
47132,kelletr01,2019,1,BOS,AL,0,3,10,0,0,0,0,25,9,8,2,5,6,0.29,8.64,0.0,2,0.0,0,40.0,3,8,0.0,4.0,0.0
47133,kellyjo05,2019,1,LAN,NL,5,4,55,0,0,0,1,154,49,26,6,22,62,0.244,4.56,2.0,10,3.0,0,226.0,13,31,0.0,0.0,4.0
47136,kershcl01,2019,1,LAN,NL,16,5,29,28,0,0,0,535,145,60,28,41,189,0.222,3.03,0.0,7,2.0,1,706.0,0,63,6.0,1.0,17.0
47142,kingmi01,2019,1,NYA,AL,0,0,1,0,0,0,0,6,2,0,0,0,1,0.222,0.0,0.0,0,0.0,0,9.0,0,1,0.0,0.0,0.0
47151,kolarad01,2019,2,LAN,NL,2,0,26,0,0,0,0,35,9,1,1,2,9,0.209,0.77,0.0,0,0.0,0,45.0,3,3,0.0,0.0,2.0
47153,lailbr01,2019,1,NYA,AL,0,0,1,0,0,0,0,8,2,3,1,1,2,0.222,10.13,0.0,0,0.0,0,10.0,0,3,0.0,0.0,1.0
47154,lakintr01,2019,1,BOS,AL,0,1,16,3,0,0,0,70,23,10,1,10,18,0.258,3.86,1.0,1,1.0,0,102.0,4,11,0.0,2.0,1.0
47168,loaisjo01,2019,1,NYA,AL,2,2,15,4,0,0,0,95,31,16,6,16,37,0.263,4.55,0.0,1,1.0,0,139.0,3,16,0.0,4.0,4.0
47186,lyonsty01,2019,2,NYA,AL,0,1,11,0,0,0,0,26,7,4,3,2,12,0.226,4.15,1.0,0,1.0,0,34.0,5,4,0.0,0.0,1.0
47187,maedake01,2019,1,LAN,NL,10,8,37,26,0,0,3,461,114,69,22,51,169,0.202,4.04,1.0,3,4.0,0,624.0,3,70,2.0,3.0,7.0
47193,mantijo01,2019,1,NYA,AL,1,0,1,0,0,0,0,9,3,3,1,2,2,0.25,9.0,0.0,0,0.0,0,14.0,0,3,0.0,0.0,0.0
47204,martico02,2019,1,HOU,AL,1,1,5,5,0,0,0,58,23,12,8,12,19,0.288,5.59,0.0,1,0.0,0,92.0,0,14,0.0,0.0,0.0
47206,martiru01,2019,1,LAN,NL,0,0,4,0,0,0,0,12,2,0,0,0,2,0.154,0.0,0.0,0,0.0,0,13.0,4,0,0.0,0.0,1.0
47212,maydu01,2019,1,LAN,NL,2,3,14,4,0,0,0,104,33,14,2,5,32,0.25,3.63,0.0,0,4.0,0,141.0,0,17,0.0,0.0,4.0
47222,mchugco01,2019,1,HOU,AL,4,5,35,8,0,0,0,224,62,39,12,30,82,0.221,4.7,0.0,0,3.0,0,317.0,8,41,0.0,3.0,3.0
47241,mileywa01,2019,1,HOU,AL,14,6,33,33,0,0,0,502,164,74,23,61,140,0.254,3.98,0.0,4,5.0,2,720.0,0,83,2.0,5.0,13.0
47253,montgjo01,2019,1,NYA,AL,0,0,2,1,0,0,0,12,7,3,1,0,5,0.368,6.75,0.0,0,0.0,0,19.0,0,3,0.0,0.0,0.0
47285,nunezed02,2019,1,BOS,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0
47295,osunaro01,2019,1,HOU,AL,4,3,66,0,0,0,38,195,45,19,8,12,73,0.19,2.63,0.0,1,2.0,0,253.0,56,20,1.0,1.0,2.0
47298,ottavad01,2019,1,NYA,AL,6,5,73,0,0,0,2,199,47,14,5,40,88,0.198,1.9,3.0,3,2.0,1,283.0,7,17,0.0,3.0,8.0
47309,paxtoja01,2019,1,NYA,AL,15,6,29,29,0,0,0,452,138,64,23,55,186,0.242,3.82,0.0,7,2.0,1,633.0,0,71,2.0,4.0,9.0
47313,peacobr01,2019,1,HOU,AL,7,6,23,15,0,0,0,275,78,42,15,31,96,0.227,4.12,0.0,1,5.0,1,383.0,1,43,0.0,3.0,5.0
47321,perezci01,2019,1,HOU,AL,1,1,5,0,0,0,0,27,11,10,3,2,7,0.289,10.0,0.0,0,0.0,0,40.0,3,10,0.0,0.0,0.0
47343,porceri01,2019,1,BOS,AL,14,12,32,32,0,0,0,523,198,107,31,45,143,0.278,5.52,2.0,5,6.0,2,768.0,0,114,3.0,1.0,6.0
47345,poynebo01,2019,1,BOS,AL,0,1,13,1,0,0,0,35,10,9,2,5,11,0.233,6.94,0.0,0,1.0,0,49.0,2,9,0.0,0.0,0.0
47346,pressry01,2019,1,HOU,AL,2,3,55,0,0,0,3,163,37,14,6,12,72,0.188,2.32,0.0,4,0.0,0,211.0,8,15,0.0,1.0,1.0
47347,priceda01,2019,1,BOS,AL,7,5,22,22,0,0,0,322,109,51,15,32,128,0.258,4.28,0.0,3,3.0,1,458.0,0,57,0.0,1.0,7.0
47355,ramirer02,2019,1,BOS,AL,0,0,1,0,0,0,0,9,4,4,2,1,1,0.333,12.0,0.0,0,1.0,0,15.0,1,4,1.0,0.0,0.0
47386,rodgebr01,2019,1,HOU,AL,0,0,3,0,0,0,0,15,7,9,4,3,4,0.318,16.2,0.0,1,0.0,0,25.0,2,9,0.0,0.0,0.0
47391,rodried05,2019,1,BOS,AL,19,6,34,34,0,0,0,610,195,86,24,75,213,0.253,3.81,2.0,3,7.0,0,859.0,0,88,2.0,5.0,20.0
47403,rominau01,2019,1,NYA,AL,0,0,1,0,0,0,0,3,4,3,2,0,0,0.571,27.0,0.0,0,0.0,0,7.0,1,3,0.0,0.0,0.0
47406,rondohe01,2019,1,HOU,AL,3,2,62,1,0,0,0,182,56,25,10,20,48,0.242,3.71,0.0,0,4.0,0,257.0,5,25,1.0,1.0,5.0
47408,rosaad01,2019,1,NYA,AL,0,0,1,0,0,0,0,6,1,1,1,0,2,0.143,4.5,0.0,0,0.0,0,7.0,1,1,0.0,0.0,0.0
47415,rosscza01,2019,3,LAN,NL,0,0,7,0,0,0,0,9,6,2,1,3,4,0.429,6.0,0.0,1,0.0,0,17.0,1,3,0.0,0.0,1.0
47422,ryuhy01,2019,1,LAN,NL,14,5,29,29,1,1,0,548,160,47,17,24,163,0.234,2.32,2.0,0,4.0,0,723.0,0,53,8.0,2.0,17.0
47423,sabatcc01,2019,1,NYA,AL,5,8,23,22,0,0,0,322,112,59,27,39,107,0.265,4.95,0.0,0,3.0,0,468.0,0,64,2.0,1.0,9.0
47425,sadleca02,2019,2,LAN,NL,4,0,24,1,0,0,1,81,25,7,3,8,20,0.248,2.33,2.0,0,3.0,0,115.0,8,9,2.0,1.0,4.0
47429,salech01,2019,1,BOS,AL,6,11,25,25,1,1,0,442,123,72,24,37,218,0.221,4.4,0.0,2,13.0,0,612.0,0,80,2.0,4.0,7.0
47433,sanchaa01,2019,2,HOU,AL,2,0,4,4,0,0,0,56,14,10,5,9,16,0.2,4.82,0.0,0,1.0,0,81.0,0,10,0.0,1.0,1.0
47437,santade01,2019,1,LAN,NL,0,0,3,0,0,0,0,15,6,4,1,4,6,0.3,7.2,0.0,1,2.0,0,27.0,1,4,0.0,1.0,0.0
47441,sborzjo01,2019,1,LAN,NL,0,1,7,0,0,0,0,27,10,8,2,4,7,0.286,8.0,0.0,0,0.0,0,40.0,6,8,0.0,1.0,1.0
47445,schulja02,2019,1,LAN,NL,0,0,4,0,0,0,0,15,6,4,1,3,3,0.316,7.2,0.0,0,0.0,0,22.0,3,4,0.0,0.0,2.0
47452,severlu01,2019,1,NYA,AL,1,1,3,3,0,0,0,36,6,2,0,6,17,0.146,1.5,0.0,0,1.0,0,48.0,0,2,0.0,0.0,1.0
47455,shawami01,2019,1,BOS,AL,0,0,14,0,0,0,0,61,26,22,5,13,29,0.31,9.74,0.0,1,5.0,0,103.0,4,22,0.0,1.0,1.0
47472,smithjo05,2019,1,HOU,AL,1,0,28,0,0,0,0,75,19,5,2,5,22,0.209,1.8,0.0,0,0.0,0,96.0,4,6,0.0,0.0,3.0
47473,smithjo07,2019,1,BOS,AL,0,3,18,2,0,0,1,93,36,20,10,8,29,0.281,5.81,1.0,0,3.0,0,139.0,13,22,0.0,0.0,0.0
47479,sneedcy01,2019,1,HOU,AL,0,1,8,0,0,0,0,64,26,13,5,5,23,0.299,5.48,0.0,0,0.0,0,93.0,4,13,1.0,0.0,1.0
47493,stassma01,2019,1,HOU,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1,0,0.0,0.0,0.0
47497,stewabr01,2019,1,LAN,NL,0,0,3,0,0,0,0,12,9,8,2,2,3,0.529,18.0,0.0,1,0.0,0,21.0,1,8,0.0,2.0,1.0
47509,stripro01,2019,1,LAN,NL,4,4,32,15,0,0,0,272,84,35,11,20,93,0.244,3.47,0.0,4,2.0,0,370.0,4,40,0.0,4.0,5.0
47526,tanakma01,2019,1,NYA,AL,11,9,32,31,1,1,0,546,186,90,28,40,149,0.261,4.45,0.0,7,2.0,0,759.0,0,95,0.0,4.0,15.0
47527,tarplst01,2019,1,NYA,AL,1,0,21,1,0,0,2,74,34,19,6,15,34,0.33,6.93,1.0,5,2.0,1,120.0,3,20,0.0,0.0,1.0
47529,taylojo02,2019,1,BOS,AL,2,2,52,1,0,0,0,142,40,16,5,16,62,0.229,3.04,1.0,3,2.0,0,194.0,8,17,0.0,1.0,3.0
47533,thornty01,2019,1,BOS,AL,0,0,16,0,0,0,0,56,21,16,4,10,22,0.28,7.71,0.0,1,1.0,0,86.0,4,16,0.0,0.0,1.0
47547,uriasju01,2019,1,LAN,NL,4,3,37,8,0,0,4,239,59,22,7,27,85,0.201,2.49,1.0,2,5.0,1,326.0,7,28,0.0,1.0,5.0
47548,urquijo01,2019,1,HOU,AL,2,1,9,7,0,0,0,123,38,18,6,7,40,0.241,3.95,0.0,4,0.0,0,167.0,0,18,2.0,0.0,3.0
47549,valdefr01,2019,1,HOU,AL,4,7,26,8,0,0,0,212,74,46,9,44,68,0.267,5.86,0.0,4,4.0,1,329.0,7,51,0.0,4.0,5.0
47555,velazhe01,2019,1,BOS,AL,1,4,34,8,0,0,0,169,58,34,7,28,49,0.275,5.43,0.0,2,3.0,0,247.0,11,40,1.0,3.0,6.0
47560,verlaju01,2019,1,HOU,AL,21,6,34,34,2,1,0,669,137,64,36,42,300,0.172,2.58,0.0,4,6.0,0,847.0,0,66,0.0,2.0,7.0
47570,waldema01,2019,1,BOS,AL,9,2,70,0,0,0,2,234,61,33,6,32,76,0.213,3.81,1.0,6,5.0,1,327.0,8,38,1.0,2.0,6.0
47583,weberry01,2019,1,BOS,AL,2,4,18,3,0,0,0,122,48,23,5,8,29,0.284,5.09,0.0,2,3.0,0,181.0,8,25,1.0,0.0,0.0
47587,whitety01,2019,1,HOU,AL,0,0,4,0,0,0,0,10,7,8,4,5,2,0.438,21.6,0.0,0,0.0,0,22.0,3,8,0.0,1.0,0.0
47610,workmbr01,2019,1,BOS,AL,10,1,73,0,0,0,16,215,29,15,1,45,104,0.123,1.88,4.0,4,2.0,1,286.0,30,18,1.0,3.0,4.0
47615,wrighst01,2019,1,BOS,AL,0,1,6,0,0,0,0,19,11,6,3,4,5,0.407,8.53,0.0,0,1.0,0,33.0,3,6,0.0,1.0,2.0
